id;name;instructions;democode;testcode;solution;tests;medianTime;ordering;visible;created
63;Zmrzlinový test;[["html","Pepa si chce koupit zmrzlinu, ale neví, jestli má dost peněz. Napište funkci <b>icecream_test(money, price)</b>, která pro zadanou částku (<i>money</i>) a cenu zmrzliny (<i>price</i>) rozhodne, zda si Pepa může zmrzlinu koupit. "]];[["python64","ZGVmIGljZWNyZWFtX3Rlc3QobW9uZXksIHByaWNlKToKICAgIHJldHVybiBUcnVlCg=="]];[["python64","cHJpbnQoaWNlY3JlYW1fdGVzdCgyMCwgMTApKQo="]];[["python64","ZGVmIGljZWNyZWFtX3Rlc3QobW9uZXksIHByaWNlKToKICAgIHJldHVybiBtb25leSA+PSBwcmljZQo="]];[["python64","cHJpbnQoaWNlY3JlYW1fdGVzdCgyMCwgMTgpKQo="],["python64","cHJpbnQoaWNlY3JlYW1fdGVzdCgyMCwgMjgpKQo="],["python64","cHJpbnQoaWNlY3JlYW1fdGVzdCgyMCwgMjApKQo="],["python64","cHJpbnQoaWNlY3JlYW1fdGVzdCgzMCwgMTgpKQo="],["python64","cHJpbnQoaWNlY3JlYW1fdGVzdCgzNSwgNDApKQo="],["python64","cHJpbnQoaWNlY3JlYW1fdGVzdCgyNywgMjcpKQo="],["python64","cHJpbnQoaWNlY3JlYW1fdGVzdCgxMDAsIDQwKSkK"]];112400;1;1;2018-07-16 10:37:19
64;Magický test;[["html","Čarodějnice chce připravit lektvar lásky. Na přípravu potřebuje 5 slz fénixe a roh jednorožce. Pokud nemá roh jednoročce, může použít 3 ocásky fialových prasátek. V tomto případě jí pak stačí pouze 3 slzy fénixe. Napište funkci <b>magic_test(tears, horns, tails)</b>, která pro zadaný počet slz (<i>tears</i>), rohů (<i>horns</i>) a ocásků (<i>tails</i>) rozhodne, zda čarodějnice může lektvar připravit."]];[["python64","ZGVmIG1hZ2ljX3Rlc3QodGVhcnMsIGhvcm5zLCB0YWlscyk6CiAgICByZXR1cm4gRmFsc2UK"]];[["python64","cHJpbnQobWFnaWNfdGVzdCg0LCAzLCAzKSkK"]];[["python64","ZGVmIG1hZ2ljX3Rlc3QodGVhcnMsIGhvcm5zLCB0YWlscyk6CiAgICByZXR1cm4gKHRlYXJzID49IDUgYW5kIGhvcm5zID49MSkgb3IgKHRlYXJzID49MyBhbmQgdGFpbHMgPj0zKQo="]];[["python64","cHJpbnQobWFnaWNfdGVzdCg0LCAzLCAzKSkK"],["python64","cHJpbnQobWFnaWNfdGVzdCgwLCAwLCAwKSkK"],["python64","cHJpbnQobWFnaWNfdGVzdCgxMCwgMTAsIDEwKSkK"],["python64","cHJpbnQobWFnaWNfdGVzdCg2LCAyLCAwKSkK"],["python64","cHJpbnQobWFnaWNfdGVzdCgzLCAwLCAzKSkK"],["python64","cHJpbnQobWFnaWNfdGVzdCg1LCAzLCAwKSkK"],["python64","cHJpbnQobWFnaWNfdGVzdCg0LCAxLCAyKSkK"],["python64","cHJpbnQobWFnaWNfdGVzdCg0LCAxLCAzKSkK"]];204050;6;1;2018-07-16 10:54:40
65;Cena vstupenky;[["html","Muzeum programování má následující vstupné: dospělí platí 100 Kč, mládež pod 18 let a důchodci nad 70 let mají vstupné poloviční, děti do šesti let mají vstup dokonce zcela zdarma. Napište funkci <b>print_ticket(age)</b>, která pro zadaný věk (<i>age</i>) vypíše cenu vstupenky."]];[["python64","ZGVmIHByaW50X3RpY2tldChhZ2UpOgogICAgcHJpbnQoIkNlbmE6IiwgMTAwKQo="]];[["python64","cHJpbnRfdGlja2V0KDIwKQpwcmludF90aWNrZXQoMTUpCnByaW50X3RpY2tldCg1KQpwcmludF90aWNrZXQoNzUpCg=="]];[["python64","ZGVmIHByaW50X3RpY2tldChhZ2UpOgogICAgaWYgYWdlIDwgNjoKICAgICAgICBwcmljZSA9IDAKICAgIGVsaWYgYWdlIDwgMTggb3IgYWdlID4gNzA6CiAgICAgICAgcHJpY2UgPSA1MAogICAgZWxzZToKICAgICAgICBwcmljZSA9IDEwMAogICAgcHJpbnQoIkNlbmE6IiwgcHJpY2UpCg=="]];[["python64","cHJpbnRfdGlja2V0KDIwKQo="],["python64","cHJpbnRfdGlja2V0KDE1KQo="],["python64","cHJpbnRfdGlja2V0KDUpCg=="],["python64","cHJpbnRfdGlja2V0KDc1KQo="],["python64","cHJpbnRfdGlja2V0KDczKQo="],["python64","cHJpbnRfdGlja2V0KDY1KQo="],["python64","cHJpbnRfdGlja2V0KDE3KQo="],["python64","cHJpbnRfdGlja2V0KDIyKQo="]];254250;4;1;2018-07-16 11:13:36
66;Kámen, nůžky, papír;[["html","Napište funkci <b>decide(symbol1, symbol2)</b>, která rozhodne, kdo vyhrál ve hře kámen-nůžky-papír. Tahy jsou zadány prvními písmeny (<i>symbol1</i>, <i>symbol2</i>). Funkce má za úkol vypsat písmeno odpovídající tahu, který vítězí, nebo text 'Remiza'."]];[["python64","ZGVmIGRlY2lkZShzeW1ib2wxLCBzeW1ib2wyKToKICAgIHByaW50KCJSZW1pemEiKQo="]];[["python64","ZGVjaWRlKCJLIiwgIk4iKQpkZWNpZGUoIlAiLCAiSyIpCmRlY2lkZSgiUCIsICJQIikK"]];[["python64","ZGVmIGRlY2lkZShzeW1ib2wxLCBzeW1ib2wyKToKICAgIGlmIHN5bWJvbDEgPT0gc3ltYm9sMjoKICAgICAgICBwcmludCgiUmVtaXphIikKICAgIGVsaWYgc3ltYm9sMSA9PSAiSyIgYW5kIHN5bWJvbDIgPT0gIlAiIG9yIHN5bWJvbDIgPT0gIksiIGFuZCBzeW1ib2wxID09ICJQIjoKICAgICAgICBwcmludCgiUCIpCiAgICBlbGlmIHN5bWJvbDEgPT0gIk4iIGFuZCBzeW1ib2wyID09ICJQIiBvciBzeW1ib2wyID09ICJOIiBhbmQgc3ltYm9sMSA9PSAiUCI6CiAgICAgICAgcHJpbnQoIk4iKQogICAgZWxpZiBzeW1ib2wxID09ICJLIiBhbmQgc3ltYm9sMiA9PSAiTiIgb3Igc3ltYm9sMiA9PSAiSyIgYW5kIHN5bWJvbDEgPT0gIk4iOgogICAgICAgIHByaW50KCJLIikK"]];[["python64","ZGVjaWRlKCJLIiwgIk4iKQo="],["python64","ZGVjaWRlKCJQIiwgIksiKQo="],["python64","ZGVjaWRlKCJQIiwgIlAiKQo="],["python64","ZGVjaWRlKCJOIiwgIksiKQo="],["python64","ZGVjaWRlKCJOIiwgIk4iKQo="],["python64","ZGVjaWRlKCJLIiwgIlAiKQo="],["python64","ZGVjaWRlKCJLIiwgIlAiKQo="],["python64","ZGVjaWRlKCJQIiwgIk4iKQo="],["python64","ZGVjaWRlKCJOIiwgIlAiKQo="]];430675;7;1;2018-07-16 11:31:44
67;Trojkový foobar;[["html","Pepa označuje čísla dělitelná třemi slovem <i>foo</i>. Ostatní čísla označuje slovem <i>bar</i>. Napište funkci <b>foobar3(n)</b>, která vypíše prvních <i>n</i> přirozených čísel společně s jejich označením."]];[["python64","ZGVmIGZvb2JhcjMobik6CiAgICBwcmludCgiZm9vYmFyIikK"]];[["python64","Zm9vYmFyMygxMCkK"]];[["python64","ZGVmIGZvb2JhcjMobik6CiAgICBmb3IgaSBpbiByYW5nZSgxLCBuKzEpOgogICAgICAgIGlmIGkgJSAzID09IDA6CiAgICAgICAgICAgIHByaW50KGksICJmb28iKQogICAgICAgIGVsc2U6CiAgICAgICAgICAgIHByaW50KGksICJiYXIiKQo="]];[["python64","Zm9vYmFyMygzKQo="],["python64","Zm9vYmFyMyg4KQo="],["python64","Zm9vYmFyMygyOCkK"],["python64","Zm9vYmFyMygxMikK"]];202975;6;1;2018-07-16 12:17:45
68;Velká pětka;[["html","Napište funkci <b>big_five(n)</b>, která vykreslí pomocí znaku '#' velkou digitální pětku o šířce <i>n</i> (viz ukázkový výstup). "]];[["python64","ZGVmIGJpZ19maXZlKG4pOgogICAgcHJpbnQoIiMiKm4pCiAgICBmb3IgaSBpbiByYW5nZShuKToKICAgICAgICBwcmludCgiIyIpCiAgICBwcmludCgiIyIqbikKICAgIGZvciBpIGluIHJhbmdlKG4pOgogICAgICAgIHByaW50KCIgIipuICsgIiMiKQogICAgcHJpbnQoIiMiKm4pCg=="]];[["python64","YmlnX2ZpdmUoNCkK"]];[["python64","ZGVmIGJpZ19maXZlKG4pOgogICAgcHJpbnQoIiMiKm4pCiAgICBmb3IgaSBpbiByYW5nZShuLTIpOgogICAgICAgIHByaW50KCIjIikKICAgIHByaW50KCIjIipuKQogICAgZm9yIGkgaW4gcmFuZ2Uobi0yKToKICAgICAgICBwcmludCgiICIqKG4tMSkgKyAiIyIpCiAgICBwcmludCgiIyIqbikK"]];[["python64","YmlnX2ZpdmUoMykK"],["python64","YmlnX2ZpdmUoNykK"],["python64","YmlnX2ZpdmUoNikK"],["python64","YmlnX2ZpdmUoNSkK"]];137850;2;1;2018-07-16 12:31:56
69;Rozklad na prvočísla;[["html","Napište funkci <b>factorize(n)</b>, která rozloží zadané číslo <i>n</i> na součin prvočísel (ve vzestupném pořadí)."]];[["python64","ZGVmIGZhY3Rvcml6ZShuKToKICAgIHByaW50KG4sICI9IiwgbikK"]];[["python64","ZmFjdG9yaXplKDM2MCkKZmFjdG9yaXplKDE5KQpmYWN0b3JpemUoNzUpCmZhY3Rvcml6ZSgxMDAxKQo="]];[["python64","ZGVmIGZhY3Rvcml6ZShuKToKICAgIGkgPSAyCiAgICBwcmludChuLCAiPSIsIGVuZD0iICIpCiAgICB3aGlsZSBuID4gMToKICAgICAgICBpZiBuICUgaSA9PSAwOgogICAgICAgICAgICBwcmludChpLCBlbmQ9IiAiKQogICAgICAgICAgICBuID0gbiAvIGkKICAgICAgICAgICAgaWYgbiA+IDE6CiAgICAgICAgICAgICAgICBwcmludCgiKiIsIGVuZD0iICIpCiAgICAgICAgZWxzZToKICAgICAgICAgICAgaSArPSAxCiAgICBwcmludCgpCg=="]];[["python64","ZmFjdG9yaXplKDM2MCkK"],["python64","ZmFjdG9yaXplKDE5KQo="],["python64","ZmFjdG9yaXplKDc1KQo="],["python64","ZmFjdG9yaXplKDI0KQo="],["python64","ZmFjdG9yaXplKDIwKQo="],["python64","ZmFjdG9yaXplKDQ4NikK"],["python64","ZmFjdG9yaXplKDM4KQo="],["python64","ZmFjdG9yaXplKDEwMSkK"],["python64","ZmFjdG9yaXplKDEwMikK"]];883150;9;1;2018-07-16 15:42:50
70;Rámeček;[["html","Napište funkci <b>frame(text, symbol)</b>, která vypíše <i>text</i> v rámečku tvořeném znakem <i>symbol</i> (předpokládejte, že symbol je řetězec tvořený právě jedním znakem)."]];[["python64","ZGVmIGZyYW1lKHRleHQsIHN5bWJvbCk6CiAgICBwcmludChzeW1ib2wrdGV4dCkK"]];[["python64","ZnJhbWUoIlIyRDIiLCAiKiIpCnByaW50KCkKZnJhbWUoIk1pbGxlbm5pdW0gRmFsY29uIiwgIj0iKQo="]];[["python64","ZGVmIGZyYW1lKHRleHQsIHN5bWJvbCk6CiAgICBuID0gbGVuKHRleHQpCiAgICBwcmludChzeW1ib2wqKG4rMikpCiAgICBwcmludChzeW1ib2wrdGV4dCtzeW1ib2wpCiAgICBwcmludChzeW1ib2wqKG4rMikpCg=="]];[["python64","ZnJhbWUoIk1pbGxlbm5pdW0gRmFsY29uIiwgIiMiKQo="],["python64","ZnJhbWUoIlBvem9yIGNoeWJhIiwgIiEiKQo="],["python64","ZnJhbWUoIkJSTk8iLCAiKyIpCg=="],["python64","ZnJhbWUoIkMzUE8iLCAiWCIpCg=="]];181950;1;1;2018-07-16 15:51:10
71;Sudoku řádek;[["html","Napište funkci <b>check_sudoku(row)</b>, která zkontroluje, zda v zadaný řádek čísel <i>row</i> obsahuje každé číslo od 1 do 9 právě jedenkrát (a nic jiného)."]];[["python64","ZGVmIGNoZWNrX3N1ZG9rdShyb3cpOgogICAgcmV0dXJuIEZhbHNlCg=="]];[["python64","cHJpbnQoY2hlY2tfc3Vkb2t1KFsxLCAyLCAzLCA0LCA1LCA2LCA3LCA4LCA5XSkpCnByaW50KGNoZWNrX3N1ZG9rdShbNCwgNSwgNiwgNywgOCwgOSwgMSwgMiwgM10pKQpwcmludChjaGVja19zdWRva3UoWzUsIDksIDcsIDgsIDEsIDQsIDIsIDYsIDNdKSkKcHJpbnQoY2hlY2tfc3Vkb2t1KFsxLCAyLCAzLCA0LCA1LCA2LCA3LCA4LCA5LCAxMF0pKQpwcmludChjaGVja19zdWRva3UoWzEsIDIsIDMsIDQsIDYsIDcsIDgsIDldKSkKcHJpbnQoY2hlY2tfc3Vkb2t1KFs0LCA1LCA2LCA3LCA4LCA5LCAxLCAyLCA0XSkpCnByaW50KGNoZWNrX3N1ZG9rdShbNCwgNSwgNiwgNywgNSwgOSwgMSwgMiwgOV0pKQo="]];[["python64","ZGVmIGNoZWNrX3N1ZG9rdShyb3cpOgogICAgaWYgbGVuKHJvdykgIT0gOTogcmV0dXJuIEZhbHNlCiAgICBmb3IgaSBpbiByYW5nZSgxLCAxMCk6CiAgICAgICAgaWYgcm93LmNvdW50KGkpICE9IDE6CiAgICAgICAgICAgIHJldHVybiBGYWxzZQogICAgcmV0dXJuIFRydWUK"]];[["python64","cHJpbnQoY2hlY2tfc3Vkb2t1KFsxLCAyLCAzLCA0LCA1LCA2LCA3LCA4LCA5XSkpCg=="],["python64","cHJpbnQoY2hlY2tfc3Vkb2t1KFs0LCA1LCA2LCA3LCA4LCA5LCAxLCAyLCAzXSkpCg=="],["python64","cHJpbnQoY2hlY2tfc3Vkb2t1KFs1LCA5LCA3LCA4LCAxLCA0LCAyLCA2LCAzXSkpCg=="],["python64","cHJpbnQoY2hlY2tfc3Vkb2t1KFsxLCAyLCAzLCA0LCA2LCA3LCA4LCA5XSkpCg=="],["python64","cHJpbnQoY2hlY2tfc3Vkb2t1KFs0LCA1LCA2LCA3LCA4LCA5LCAxLCAyLCA0XSkpCg=="],["python64","cHJpbnQoY2hlY2tfc3Vkb2t1KFs0LCA1LCA2LCA3LCAxMCwgOSwgMSwgMiwgOV0pKQo="],["python64","cHJpbnQoY2hlY2tfc3Vkb2t1KFs0LCA1LCA2LCA3LCAxMCwgOSwgMSwgMiwgOV0pKQo="],["python64","cHJpbnQoY2hlY2tfc3Vkb2t1KFs1LCA0LCA2LCA3LCA4LCA5LCAxLCAyLCAzXSkpCg=="],["python64","cHJpbnQoY2hlY2tfc3Vkb2t1KFsxLCAyLCAzLCA0LCA2LCA3LCA5XSkpCg=="]];412500;8;1;2018-07-16 16:02:09
72;Velký rámeček;[["html","Napište funkci <b>big_frame(word_list)</b>, která pro zadaný seznam slov <i>word_list</i> vypíše tato slova každé na jeden řádek a kolem nich udělá rámeček ze znaku '+'."]];[["python64","ZGVmIGJpZ19mcmFtZSh3b3JkX2xpc3QpOgogICAgcHJpbnQoIisiKQo="]];[["python64","YmlnX2ZyYW1lKFsiV2VsbGNvbWUiLCAidG8iLCAiQnJubyJdKQo="]];[["python64","ZGVmIGJpZ19mcmFtZSh3b3JkX2xpc3QpOgogICAgbiA9IG1heChtYXAobGVuLCB3b3JkX2xpc3QpKQogICAgcHJpbnQoIisiKihuKzIpKQogICAgZm9yIHcgaW4gd29yZF9saXN0OgogICAgICAgIHByaW50KCIrIiArIHcgKyAiICIqKG4tbGVuKHcpKSsiKyIpCiAgICBwcmludCgiKyIqKG4rMikpCg=="]];[["python64","YmlnX2ZyYW1lKFsiV2VsbGNvbWUiLCAidG8iLCAiQnJubyJdKQo="],["python64","YmlnX2ZyYW1lKFsiamVkbmEiLCAiZHZhIiwgInRyaSIsICJkdmFjZXQiLCAic2VkbSJdKQo="],["python64","YmlnX2ZyYW1lKFsiQUJDIl0pCg=="],["python64","YmlnX2ZyYW1lKFsiQSIsICJCQiIsICJDQ0MiLCAiRERERCIsICJFRUUiLCAiRkYiLCAiRyJdKQo="],["python64","YmlnX2ZyYW1lKFsicGVzIiwgInByYXNlIiwgImtvemEiXSkK"]];692775;9;1;2018-07-17 13:06:35
73;Velká šachovnice;[["html","Napište funkci <b>big_chessboard(n, m)</b>, která v textové grafice vykreslí čtvercovou šachovnici o šířce <i>n</i> polí, přičemž každé pole má šířku <i>m</i> znaků (viz ukázka)."]];[["python64","ZGVmIGJpZ19jaGVzc2JvYXJkKG4sIG0pOgogICAgcHJpbnQoIiMiLCBlbmQ9IiIpCiAgICBwcmludCgiLiIsIGVuZD0iIikK"]];[["python64","YmlnX2NoZXNzYm9hcmQoNSwgMykK"]];[["python64","ZGVmIGJpZ19jaGVzc2JvYXJkKG4sIG0pOgogICAgZm9yIGkgaW4gcmFuZ2UobiAqIG0pOgogICAgICAgIGZvciBqIGluIHJhbmdlKG4gKiBtKToKICAgICAgICAgICAgaWYgKChpIC8vIG0pICsgKGogLy8gbSkpICUgMiA9PSAwOgogICAgICAgICAgICAgICAgcHJpbnQoJyMnLCBlbmQ9IiIpCiAgICAgICAgICAgIGVsc2U6CiAgICAgICAgICAgICAgICBwcmludCgnLicsIGVuZD0iIikKICAgICAgICBwcmludCgpCg=="]];[["python64","YmlnX2NoZXNzYm9hcmQoNSwgMykK"],["python64","YmlnX2NoZXNzYm9hcmQoNCwgMikK"],["python64","YmlnX2NoZXNzYm9hcmQoMywgMykK"],["python64","YmlnX2NoZXNzYm9hcmQoOCwgMSkK"],["python64","YmlnX2NoZXNzYm9hcmQoMiwgNCkK"],["python64","YmlnX2NoZXNzYm9hcmQoNiwgMikK"]];1203450;7;1;2018-07-17 13:15:15
74;Vnořené čtverce;[["html","Napište funkci <b>nested_squares(n)</b>, která v textové grafice vykreslí <i>n</i> vnořených čtverců (viz ukázka)."]];[["python64","ZGVmIG5lc3RlZF9zcXVhcmVzKG4pOgogICAgcHJpbnQoIiMiLCBlbmQ9IiIpCiAgICBwcmludCgpCg=="]];[["python64","bmVzdGVkX3NxdWFyZXMoNCkK"]];[["python64","ZGVmIG5lc3RlZF9zcXVhcmVzKG4pOgogICAgbSA9IDIqbi0yCiAgICBmb3IgeSBpbiByYW5nZSgtbSwgbSArIDEpOgogICAgICAgIGZvciB4IGluIHJhbmdlKC1tLCBtICsgMSk6CiAgICAgICAgICAgIGlmIHggJSAyID09IDAgYW5kIGFicyh4KSA+PSBhYnMoeSkgb3IgeSAlIDIgPT0gMCBhbmQgYWJzKHkpID49IGFicyh4KToKICAgICAgICAgICAgICAgIHByaW50KCIjIiwgZW5kPSIiKQogICAgICAgICAgICBlbHNlOgogICAgICAgICAgICAgICAgcHJpbnQoIiAiLCBlbmQ9IiIpCiAgICAgICAgcHJpbnQoKQo="]];[["python64","bmVzdGVkX3NxdWFyZXMoMikK"],["python64","bmVzdGVkX3NxdWFyZXMoMSkK"],["python64","bmVzdGVkX3NxdWFyZXMoNikK"],["python64","bmVzdGVkX3NxdWFyZXMoMTApCg=="],["python64","bmVzdGVkX3NxdWFyZXMoNSkK"],["python64","bmVzdGVkX3NxdWFyZXMoMykK"]];168526;9;1;2018-07-17 13:22:09
